ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,DES_ORDER_NOTE,CAT_ORDER_TYPE,TYP_CUSTOMER_SEGMENT,REF_DISCOUNT_CODE,QTY_UNITS_BACKORDER,TST_INSERTION,AUD_USR_INSERT
ORD00663,2024-12-13,CUST907,PART1427,null,4702.22,CARD,2025-07-08,Husband machine among standard.,ONLINE,VIP,BLACKFRIDAY,0,2024-11-13T16:17:47,nvance
ORD00664,INVALID_DATE,CUST253,PART1948,-3,4431.19,,2025-06-27,Perform always structure your often effort type.,MARKETPLACE,,BLACKFRIDAY,1,2024-12-31T12:35:43,mcculloughdebbie
ORD00665,2025-01-29,CUST923,PART1937,7,1450.6,CARD,2025-07-13,Computer election camera standard pay despite.,,B2B,,N/A,2025-04-07T07:05:22,christiancummings
ORD00666,2025-06-18,CUST797,PART1033,X,4736.47,TRANSFER,2025-06-30,Individual since visit.,,VIP,BLACKFRIDAY,3,2024-10-13T14:51:50,jeffreycarr
ORD00667,2024-09-04,CUST491,PART1074,null,599.91,CARD,2025-07-09,Maintain benefit fear just.,PHONE,B2C,,N/A,2025-05-03T00:32:33,ashley70
ORD00668,2025-05-01,CUST264,PART1616,8,3772.15,,,Resource sister rule base move break.,,B2B,INVALID,,2024-07-05T06:27:06,qowens
ORD00669,2024-06-26,CUST856,ERROR,null,3920.85,CARD,2025-07-08,See value car. Important need floor.,ONLINE,REGULAR,,1,2024-12-04T02:10:39,jmcgee
ORD00670,INVALID_DATE,CUST344,PART1124,8,1823.31,,2025-07-09,,STORE,REGULAR,BLACKFRIDAY,0,2024-06-26T11:37:53,nrosario
ORD00671,2024-08-20,CUST940,PART1788,null,4524.48,CRYPTO,2025-07-01,Prepare than nearly set rise.,ONLINE,REGULAR,,0,2025-04-06T22:48:48,reidwillie
ORD00672,2025-04-11,CUST508,PART1513,null,52.18,CRYPTO,2025-07-14,After although kitchen now with.,PHONE,VIP,,2,2024-08-15T19:50:46,charles98
ORD00673,2024-10-27,CUST385,PART1956,-3,2231.45,CASH,,Realize share artist create discussion.,STORE,,,1,2024-08-09T03:58:11,nancy89
ORD00674,2024-07-28,CUST810,PART1566,7,1527.36,CARD,2025-07-15,News picture participant staff.,STORE,B2C,SUMMER20,1,2024-10-01T05:49:12,yduncan
ORD00675,2024-12-30,CUST775,PART1159,null,,CRYPTO,2025-06-25,Modern go let professional laugh after.,STORE,REGULAR,SUMMER20,0,2025-02-08T03:40:11,langashley
ORD00676,2024-12-06,CUST653,PART1214,null,2408.76,,2025-07-03,Leg mention street father fly bed page.,PHONE,VIP,SUMMER20,N/A,2025-05-13T01:47:16,john29
ORD00677,2025-03-26,,PART1076,X,4756.96,CARD,2025-07-07,Keep author door hand kind.,,B2C,,2,2025-04-12T22:31:44,samanthamoore
ORD00678,2025-06-23,CUST261,PART1712,-3,3194.96,CRYPTO,2025-07-01,,,B2B,INVALID,2,2024-12-22T01:34:50,james83
ORD00679,2025-05-12,CUST446,PART1687,null,1996.5,,2025-07-03,Two may she his reveal could.,PHONE,B2B,SUMMER20,1,2024-07-21T18:21:39,alvarezkimberly
ORD00680,2024-07-14,CUST491,PART1857,null,229.38,TRANSFER,2025-06-26,Heart ahead wind past send range two already.,,REGULAR,BLACKFRIDAY,N/A,2025-01-24T19:18:27,timothy29
ORD00681,2024-09-03,CUST547,PART1605,X,4755.76,,2025-07-23,Process tough gun industry write voice hope.,MARKETPLACE,B2B,,3,2024-07-02T01:20:52,katie37
ORD00682,2024-10-25,CUST311,PART1942,null,1260.55,,,Kind home main statement.,PHONE,REGULAR,INVALID,3,2024-07-02T17:45:05,rjones
ORD00683,2024-11-22,CUST839,PART1060,5,,,2025-07-05,,ONLINE,REGULAR,,N/A,2024-06-25T23:36:47,michelle11
ORD00684,2024-09-11,CUST838,PART1806,X,ERROR,TRANSFER,2025-07-09,Not lawyer pattern campaign.,STORE,VIP,INVALID,1,2024-09-29T21:32:13,garciasharon
ORD00685,2025-04-17,CUST304,PART1875,-3,3591.07,CARD,2025-07-17,,MARKETPLACE,B2B,SUMMER20,N/A,2025-04-19T07:41:46,benjaminduran
ORD00686,2025-06-17,CUST294,PART1088,7,2018.39,CARD,2025-07-23,Fill interesting choose pull forget.,MARKETPLACE,B2C,SUMMER20,2,2024-07-06T01:59:22,hansonjoseph
ORD00687,2025-02-20,CUST579,PART1118,-3,1060.06,TRANSFER,2025-07-10,Baby open machine her with interest.,MARKETPLACE,VIP,INVALID,1,2025-02-08T02:04:32,samuel54
ORD00688,2024-11-26,CUST970,PART1138,null,2891.92,CARD,2025-07-19,Station trouble practice southern.,MARKETPLACE,VIP,,,2025-03-22T16:18:04,joshua89
ORD00689,2024-11-16,,PART1100,null,,,,,MARKETPLACE,B2C,BLACKFRIDAY,2,2024-10-15T10:36:06,kthomas
ORD00690,2025-04-17,CUST154,PART1316,X,3888.15,CRYPTO,2025-07-06,Several leg guy put.,MARKETPLACE,B2B,INVALID,N/A,2024-11-24T09:25:55,abbottalbert
ORD00691,2025-01-06,CUST960,PART1836,4,4430.03,TRANSFER,2025-07-19,Get professional do share result future course.,ONLINE,VIP,BLACKFRIDAY,1,2025-02-01T12:11:11,qlove
ORD00692,2024-10-16,CUST143,ERROR,5,4135.3,TRANSFER,,More once meeting moment figure everybody.,,B2C,,2,2025-03-23T19:17:47,harrismatthew
ORD00693,INVALID_DATE,CUST719,PART1927,null,1272.96,TRANSFER,2025-07-02,Education term author for.,PHONE,REGULAR,,3,2025-04-30T16:47:25,griffinerin
ORD00694,2025-04-08,CUST143,PART1888,7,1562.38,,2025-06-30,Reflect economic region consider face phone.,,B2C,,0,2024-07-09T12:39:39,williamschristy
ORD00695,2025-05-19,CUST142,ERROR,X,2055.29,,,Ever Congress today company military its when.,,B2C,,0,2024-07-28T13:52:58,cherylware
ORD00696,2024-07-29,CUST832,PART1533,-3,583.24,TRANSFER,,Trouble sell front contain agency.,MARKETPLACE,VIP,INVALID,3,2025-01-14T05:12:29,bsimmons
ORD00697,2024-11-16,CUST816,PART1670,-3,2895.64,CARD,2025-07-21,Cup audience per success politics.,STORE,VIP,BLACKFRIDAY,0,2025-02-07T21:37:00,nicholas34
ORD00698,2025-04-21,CUST653,PART1094,X,591.98,,,,STORE,VIP,SUMMER20,N/A,2024-07-14T15:40:17,garrettdavid
ORD00699,2024-10-15,CUST942,PART1860,null,ERROR,,2025-07-15,Care surface after investment foot suggest.,,VIP,BLACKFRIDAY,2,2024-10-19T23:26:53,nancy48
ORD00700,2025-05-02,CUST388,PART1871,null,2718.67,CRYPTO,2025-06-29,Develop cultural know group message gas.,MARKETPLACE,,SUMMER20,N/A,2024-07-16T03:44:12,millernathan
ORD00701,2025-04-16,CUST180,PART1324,null,2365.62,,2025-07-06,Black war east life.,ONLINE,B2B,BLACKFRIDAY,,2025-01-09T03:50:56,carpentergabrielle
ORD00702,INVALID_DATE,CUST797,PART1496,null,ERROR,,,,PHONE,VIP,,,2025-01-08T01:36:33,kathyyoung
ORD00703,INVALID_DATE,CUST248,PART1076,-3,910.41,,2025-07-04,Forward support why standard tax.,ONLINE,VIP,,N/A,2025-06-20T11:10:50,kimberly93
ORD00704,2025-02-24,CUST487,PART1622,-3,1705.61,CRYPTO,2025-06-26,Into above treat week assume industry there.,MARKETPLACE,VIP,INVALID,,2024-09-26T03:38:39,tmcbride
ORD00705,2025-05-31,CUST443,PART1446,null,ERROR,,2025-07-03,Who support ground none capital southern.,STORE,,,2,2025-06-20T11:22:10,williamduncan
ORD00706,2024-06-25,CUST666,PART1522,null,ERROR,CASH,2025-07-11,Society order choose page agency.,PHONE,VIP,BLACKFRIDAY,2,2025-04-10T14:27:47,jonesjessica
ORD00707,2025-03-04,CUST148,PART1389,X,3287.3,CASH,2025-07-19,,ONLINE,VIP,BLACKFRIDAY,N/A,2025-02-10T17:29:16,wardlori
ORD00708,INVALID_DATE,CUST919,PART1438,X,,CASH,2025-07-23,Affect result a cost.,PHONE,REGULAR,BLACKFRIDAY,1,2024-11-12T05:13:18,hahnjessica
ORD00709,2025-02-05,CUST290,PART1073,1,1845.54,TRANSFER,2025-07-18,Property energy pretty pick positive talk.,MARKETPLACE,B2B,,3,2025-06-22T04:30:47,hmathews
ORD00710,INVALID_DATE,CUST214,PART1807,X,2003.78,CARD,2025-07-23,Both claim whatever voice guy way respond.,,B2C,,N/A,2025-04-18T10:37:47,mejiadana
ORD00711,2025-03-03,CUST512,PART1038,X,3105.18,CARD,,,STORE,REGULAR,SUMMER20,0,2024-11-10T06:12:06,ypaul
ORD00712,INVALID_DATE,,PART1511,X,3486.96,CASH,2025-06-28,,,,INVALID,,2025-03-28T22:11:51,mlutz
ORD00713,2025-01-14,CUST917,PART1993,-3,,CRYPTO,2025-07-08,Unit similar bill agreement. Evening into figure.,PHONE,B2B,SUMMER20,2,2025-03-27T15:49:15,mstevenson
ORD00714,2024-09-30,CUST262,PART1388,X,675.41,TRANSFER,2025-07-01,Present attack represent social.,ONLINE,B2B,INVALID,2,2024-08-31T19:22:57,mitchelljohn
ORD00715,2024-10-23,CUST421,PART1591,3,3258.17,CASH,2025-06-26,,STORE,VIP,BLACKFRIDAY,2,2024-10-31T05:59:42,michelleford
ORD00716,2025-05-07,CUST581,PART1173,null,ERROR,,2025-07-21,Fish study question there agreement body.,PHONE,REGULAR,,1,2025-05-29T10:52:32,hsmall
ORD00717,2025-05-03,CUST587,PART1155,null,2040.65,,2025-07-23,Article staff common.,MARKETPLACE,REGULAR,BLACKFRIDAY,3,2024-09-12T16:27:34,carlmueller
ORD00718,2025-06-12,CUST379,PART1290,X,2247.64,,2025-07-03,Receive similar main office our president.,PHONE,REGULAR,,2,2025-02-20T11:24:25,qarnold
ORD00719,2025-05-21,CUST385,PART1077,5,4129.68,CASH,2025-07-18,Risk peace this short. Pay recently black both.,ONLINE,,INVALID,,2024-10-10T11:51:33,ericthompson
ORD00720,2025-06-07,CUST843,PART1084,-3,3612.13,TRANSFER,2025-07-12,Especially color relate course federal song.,ONLINE,B2C,INVALID,1,2024-09-22T01:04:24,mark54
ORD00721,2025-04-12,CUST908,PART1223,null,,,2025-07-18,,MARKETPLACE,,SUMMER20,3,2024-07-20T15:18:32,william16
ORD00722,2025-01-03,CUST644,PART1420,3,2723.41,CRYPTO,2025-07-23,,STORE,,,,2025-01-05T13:15:55,benjamincarl
ORD00723,2025-03-06,CUST795,PART1443,null,959.42,CRYPTO,,,ONLINE,VIP,,1,2024-07-18T07:51:29,ericking
ORD00724,2025-02-16,CUST755,PART1189,X,,CASH,2025-07-22,Office present buy condition area upon.,STORE,B2C,,N/A,2024-07-14T03:16:27,bartonsheila
ORD00725,2025-01-15,CUST181,PART1416,X,2477.19,TRANSFER,2025-07-15,,STORE,VIP,INVALID,N/A,2024-07-08T02:53:58,changsarah
ORD00726,2025-02-27,CUST165,PART1833,null,3450.2,TRANSFER,,Million force need.,PHONE,,SUMMER20,,2025-06-01T01:12:59,allison48
ORD00727,INVALID_DATE,CUST863,PART1171,X,2683.85,,2025-07-02,Build into number thing. Gas surface history.,ONLINE,B2C,SUMMER20,2,2025-03-16T00:51:05,smithkatelyn
ORD00728,INVALID_DATE,CUST732,PART1179,1,2142.7,TRANSFER,2025-07-18,Sing memory leg school own next.,ONLINE,B2C,INVALID,0,2024-12-21T07:24:08,harveyrobert
ORD00729,2024-07-04,CUST846,PART1508,9,4324.85,,2025-07-07,Campaign me enjoy nearly property go.,ONLINE,,SUMMER20,,2025-02-27T15:10:33,donaldbarry
ORD00730,2024-10-17,CUST378,PART1914,null,4889.56,,2025-07-12,Exist card him shake color couple occur.,MARKETPLACE,REGULAR,BLACKFRIDAY,0,2024-07-26T04:55:41,carterandrew
ORD00731,2025-02-02,CUST911,PART1142,null,690.22,,2025-06-29,Compare safe option sure owner.,ONLINE,B2C,,2,2024-09-14T07:30:46,crystalclark
ORD00732,2024-12-13,CUST496,PART1289,null,1354.1,,2025-07-06,Shoulder million throughout like successful if.,STORE,VIP,,,2024-07-31T18:17:12,markbailey
ORD00733,INVALID_DATE,CUST235,PART1828,-3,1724.36,CASH,,,STORE,B2B,SUMMER20,,2025-02-23T07:00:07,maryallen
ORD00734,INVALID_DATE,CUST284,PART1724,null,3112.38,,2025-07-22,,STORE,B2C,SUMMER20,N/A,2025-03-03T01:39:12,michaelrichardson
ORD00735,2025-06-06,CUST819,PART1555,null,496.36,CRYPTO,2025-06-25,Red effect either second most stop.,PHONE,REGULAR,INVALID,2,2024-06-28T13:54:07,gardneranthony
ORD00736,INVALID_DATE,CUST484,PART1628,10,ERROR,,2025-06-25,Teach four across positive major rather.,,B2C,,0,2024-06-28T10:40:50,coreywong
ORD00737,2024-09-21,CUST472,PART1538,X,2491.83,CARD,2025-07-05,Minute table daughter. Space or entire western.,,VIP,,1,2025-01-22T14:17:01,melissavincent
ORD00738,2024-12-21,CUST113,PART1367,3,4877.65,CRYPTO,2025-06-26,Year campaign red loss.,MARKETPLACE,VIP,SUMMER20,1,2024-09-30T23:44:57,taylorsteven
ORD00739,2024-10-15,CUST493,PART1619,8,157.99,,2025-07-10,Eye enough involve suddenly article source.,STORE,REGULAR,INVALID,1,2024-07-09T20:22:16,clinton54
ORD00740,2024-11-11,CUST647,PART1583,-3,ERROR,CRYPTO,2025-07-12,Role official himself account.,STORE,,BLACKFRIDAY,1,2025-03-02T13:05:58,lori56
ORD00741,2024-08-05,CUST232,PART1612,null,250.18,,2025-07-20,,MARKETPLACE,VIP,,2,2025-04-14T15:32:28,erica39
ORD00742,2025-04-22,CUST932,PART1059,null,790.59,CASH,2025-07-03,,STORE,B2B,BLACKFRIDAY,,2024-06-25T09:58:54,cartertiffany
ORD00743,2025-02-20,CUST559,ERROR,6,1777.1,CARD,2025-07-19,,STORE,B2C,SUMMER20,2,2024-07-16T03:08:05,nguyendylan
ORD00744,2024-12-21,,PART1643,9,3531.06,TRANSFER,,All effort human school.,PHONE,,,,2025-01-08T21:37:21,kcollins
ORD00745,2025-04-07,CUST629,PART1348,null,2260.82,,,Write station ball.,PHONE,REGULAR,SUMMER20,1,2024-09-16T20:12:44,madison98
ORD00746,2025-01-24,CUST438,PART1356,null,,CASH,2025-07-14,Amount stand mouth popular.,ONLINE,,BLACKFRIDAY,2,2024-12-08T19:35:23,hannah08
ORD00747,2024-11-09,CUST153,PART1939,-3,4257.96,,2025-07-21,Rise economic act dinner none process.,,B2B,SUMMER20,,2024-09-11T14:51:23,john90
ORD00748,2025-01-05,CUST142,PART1374,X,2935.74,CARD,2025-07-13,Fine subject new sign might.,,B2B,BLACKFRIDAY,0,2025-04-20T23:11:43,aliciagray
ORD00749,2024-08-19,CUST344,PART1516,null,2975.08,CASH,2025-06-28,Back we vote already black parent expect.,MARKETPLACE,REGULAR,BLACKFRIDAY,N/A,2025-01-14T18:46:13,heather69
ORD00750,2025-05-26,CUST108,PART1149,4,,,2025-07-02,,ONLINE,,,1,2025-04-05T20:36:57,briandavis
ORD00751,2025-05-29,CUST232,PART1188,null,4056.56,,2025-06-25,Discover book response child.,ONLINE,REGULAR,SUMMER20,N/A,2025-06-12T15:58:02,ashlee97
ORD00752,INVALID_DATE,CUST756,PART1741,-3,ERROR,TRANSFER,2025-06-25,,STORE,B2C,INVALID,N/A,2025-04-25T03:54:35,adam88
ORD00753,INVALID_DATE,CUST748,PART1159,X,3236.7,CRYPTO,,Interest may fly where expect that.,PHONE,,,N/A,2024-12-25T17:41:02,thomasjessica
ORD00754,INVALID_DATE,CUST957,PART1136,7,ERROR,CARD,,,PHONE,B2B,INVALID,2,2024-10-05T06:22:04,collinsshane
ORD00755,2025-03-05,,PART1370,-3,4522.11,CRYPTO,2025-07-23,Dog eat weight interesting.,PHONE,B2C,SUMMER20,N/A,2025-02-10T02:01:39,schmittangela
ORD00756,2024-07-10,CUST223,PART1026,null,4155.84,CARD,2025-07-10,View positive more hundred building when music.,STORE,REGULAR,INVALID,1,2025-01-13T15:34:06,coffeydavid
ORD00757,2024-08-21,,PART1894,null,3486.04,CASH,,Rather story build morning fast.,,B2C,,,2024-10-22T03:19:21,brocha
ORD00758,2025-01-25,CUST144,ERROR,9,,CRYPTO,2025-07-01,Beat always together water.,MARKETPLACE,,SUMMER20,,2025-02-13T23:03:23,stephanie61
ORD00759,2024-11-28,CUST268,ERROR,X,1509.15,CARD,2025-07-06,Wish daughter rest civil.,PHONE,,,0,2024-11-14T12:59:54,monica79
ORD00760,2024-07-02,CUST858,ERROR,9,4137.09,,2025-07-13,Hundred machine newspaper assume person.,,,,2,2024-10-22T15:25:11,jasonunderwood
ORD00761,2024-11-07,CUST129,PART1669,X,809.09,CRYPTO,2025-07-12,There face draw arrive.,MARKETPLACE,,INVALID,0,2025-06-11T16:24:47,matthewford
ORD00762,2024-09-21,CUST238,PART1113,1,ERROR,CRYPTO,2025-07-12,,,,,3,2025-05-05T02:12:22,maurice65
ORD00763,2025-04-19,,PART1005,4,2736.16,,,Politics strong year unit. Apply lead add I.,MARKETPLACE,VIP,SUMMER20,2,2025-02-23T03:15:03,andrewsmegan
ORD00764,2024-09-17,CUST261,PART1387,8,905.53,CASH,2025-07-08,,ONLINE,B2C,,0,2024-11-27T06:39:07,andersonconnor
ORD00765,2025-02-23,CUST885,PART1978,null,4763.3,CARD,2025-06-30,,ONLINE,B2C,,3,2025-05-08T17:39:10,janet97
ORD00766,2024-08-13,CUST875,PART1881,X,4576.37,CARD,2025-07-11,Begin break indicate cell hundred white miss.,ONLINE,B2C,,N/A,2024-12-23T17:06:00,harrisjessica
ORD00767,2025-01-18,CUST578,PART1041,3,1193.46,CARD,2025-07-12,,ONLINE,VIP,SUMMER20,N/A,2025-02-07T10:27:58,zbray
ORD00768,2024-09-12,CUST475,PART1524,X,2182.53,TRANSFER,2025-06-24,Who table top responsibility offer far.,PHONE,VIP,BLACKFRIDAY,,2024-07-02T02:30:45,brandi58
ORD00769,2025-06-02,CUST214,PART1827,null,2410.48,,2025-06-30,Strategy difficult mind down produce.,STORE,,BLACKFRIDAY,0,2025-05-25T18:23:56,kempdavid
ORD00770,2024-10-25,CUST944,PART1005,X,1304.26,TRANSFER,,Dream wear brother already act by.,PHONE,B2B,BLACKFRIDAY,,2024-10-12T10:15:15,wardangela
ORD00771,2024-11-20,CUST501,ERROR,null,1542.47,CASH,2025-06-27,Adult whom spend deal.,STORE,,INVALID,N/A,2024-10-20T16:01:43,alexanderwiggins
ORD00772,2025-03-09,,PART1832,-3,1726.19,,,,STORE,B2C,INVALID,N/A,2024-07-24T18:38:20,katherine73
ORD00773,2024-07-28,CUST646,PART1554,5,4485.74,CASH,2025-07-10,Everything administration only.,,B2C,,3,2024-11-22T03:26:48,abigailjoseph
ORD00774,2024-08-10,CUST236,PART1688,-3,840.66,CARD,2025-06-26,,,B2C,SUMMER20,1,2025-02-15T05:35:36,josephchen
ORD00775,2024-12-19,CUST574,PART1995,10,1894.43,,2025-07-17,,MARKETPLACE,VIP,BLACKFRIDAY,2,2024-11-06T12:35:56,james63
ORD00776,INVALID_DATE,CUST934,PART1102,null,1701.04,TRANSFER,2025-07-14,,STORE,B2B,,2,2025-04-08T19:56:20,kjones
ORD00777,2025-01-31,CUST402,PART1549,-3,3560.8,TRANSFER,2025-07-02,Form mind war. Next our set for role allow.,,B2B,,2,2025-02-15T03:18:16,bradleyadams
ORD00778,2025-01-12,CUST363,PART1483,-3,4473.75,,2025-07-15,Doctor travel try try quite.,STORE,B2C,,1,2024-12-31T12:30:12,cmartinez
ORD00779,2025-03-27,CUST745,PART1196,-3,3245.0,,2025-07-14,Few book account seat.,,B2B,SUMMER20,2,2025-06-19T05:44:50,cassiewilkinson
ORD00780,2024-09-02,CUST240,PART1113,X,3074.65,,2025-07-15,,MARKETPLACE,REGULAR,,1,2024-11-15T06:16:38,wagnerandrea
ORD00781,2024-09-22,,PART1891,null,3819.24,,2025-06-27,,ONLINE,VIP,INVALID,2,2025-05-10T13:51:24,carrierollins
ORD00782,2025-05-13,CUST670,PART1165,4,4641.92,CRYPTO,2025-07-23,Dark total food garden.,,B2C,,N/A,2025-01-23T05:24:30,ogarcia
ORD00783,2024-09-15,CUST388,PART1146,null,3210.72,CRYPTO,2025-06-27,Believe fish happen forward. Feel air themselves.,,B2C,,N/A,2024-12-16T09:07:32,fbaker
ORD00784,2024-08-08,CUST437,PART1185,X,,CARD,2025-07-06,Cut discussion television place follow unit.,,,SUMMER20,3,2025-01-02T08:15:22,harrisonnicholas
ORD00785,INVALID_DATE,CUST192,PART1158,X,2105.43,,2025-07-01,,ONLINE,B2B,INVALID,3,2024-12-17T14:06:42,kurtmorales
ORD00786,2024-07-26,CUST116,PART1548,-3,ERROR,CRYPTO,2025-07-07,,MARKETPLACE,B2B,,3,2024-10-30T00:06:00,corey70
ORD00787,2024-10-08,CUST223,PART1334,6,2846.77,,2025-07-15,Rise wind use cultural.,,B2B,SUMMER20,3,2024-11-26T02:04:36,amycarey
ORD00788,2025-03-21,CUST709,PART1538,-3,ERROR,CARD,,Truth senior must data religious.,MARKETPLACE,,,2,2024-10-29T17:52:56,kendragarcia
ORD00789,2024-11-06,CUST744,PART1620,X,1784.6,,2025-07-10,,ONLINE,REGULAR,INVALID,2,2024-07-27T15:09:05,reynoldsangel
ORD00790,INVALID_DATE,CUST316,PART1304,6,2087.69,TRANSFER,,,PHONE,B2B,,2,2024-07-04T10:49:12,heather51
ORD00791,2025-03-28,CUST959,ERROR,null,855.61,CRYPTO,2025-07-07,Accept recent ago after able seek light.,ONLINE,REGULAR,BLACKFRIDAY,,2024-07-17T16:21:57,rollinsgina
ORD00792,2025-03-05,CUST880,PART1039,X,3900.45,,2025-07-21,Point perform her reach born operation once.,STORE,,,3,2024-07-15T23:00:37,hermanwesley
ORD00793,2025-06-11,CUST515,PART1567,X,709.34,TRANSFER,2025-07-13,Table house environment beyond sign.,,B2C,SUMMER20,2,2024-12-03T17:23:28,vwhite
ORD00794,2025-03-09,CUST271,PART1619,null,2977.62,TRANSFER,2025-07-14,By hope assume rather marriage bank.,,B2B,,,2025-06-22T05:20:22,halerebecca
ORD00795,2024-07-11,CUST802,PART1233,1,1119.7,CASH,2025-07-06,Break prevent water reflect.,PHONE,B2C,BLACKFRIDAY,1,2025-04-23T21:15:10,bwelch
ORD00796,2025-06-18,CUST226,PART1800,null,1170.03,,2025-07-21,,MARKETPLACE,B2B,,0,2025-01-14T16:45:15,amanda83
ORD00797,2024-11-26,CUST606,PART1118,-3,440.95,,2025-07-05,Certain officer group rock least.,,,,2,2025-04-18T03:10:45,tyler75
ORD00798,2024-10-05,CUST816,PART1355,-3,4616.3,CARD,2025-07-20,Activity far marriage would threat week goal.,STORE,,BLACKFRIDAY,3,2024-11-13T06:17:50,pamela10
ORD00799,INVALID_DATE,CUST112,PART1845,X,312.06,TRANSFER,2025-07-22,,PHONE,REGULAR,BLACKFRIDAY,2,2025-02-18T03:29:29,catherine92
ORD00800,INVALID_DATE,CUST931,PART1792,-3,,,2025-07-08,,MARKETPLACE,,SUMMER20,0,2024-12-19T02:34:20,cmoore
ORD00801,2024-09-01,CUST930,PART1326,X,ERROR,CRYPTO,2025-07-16,Condition deal protect important miss adult dog.,MARKETPLACE,B2B,,0,2025-02-19T21:11:19,brianjohnson
ORD00802,2025-05-20,CUST242,PART1966,-3,ERROR,TRANSFER,2025-07-22,,PHONE,B2C,SUMMER20,3,2024-07-14T22:23:16,matthewallen
ORD00803,INVALID_DATE,CUST533,PART1149,X,938.05,,2025-06-29,,,,SUMMER20,0,2024-11-13T18:09:32,dariuswright
ORD00804,2024-11-20,,PART1658,X,1567.48,CASH,2025-07-13,Player talk remember common piece natural.,PHONE,,,3,2024-08-11T08:01:43,johnsonandrew
ORD00805,2025-04-05,,PART1134,null,,CASH,2025-07-01,Suddenly month return.,MARKETPLACE,,BLACKFRIDAY,,2024-11-11T10:00:23,jessica67
ORD00806,2024-06-25,CUST755,PART1007,null,1654.73,CASH,2025-07-20,Fact already everybody. Long well air.,STORE,B2B,,,2025-05-31T13:19:55,boltonamanda
ORD00807,2025-05-13,CUST531,PART1447,-3,3944.04,CRYPTO,2025-06-29,,,,,,2025-01-11T06:09:22,deannahill
ORD00808,2025-06-04,CUST515,PART1654,10,3177.99,,2025-07-14,Claim their hit perform week actually street.,ONLINE,VIP,,1,2024-10-22T11:46:15,lauralewis
ORD00809,2025-04-19,,PART1680,null,646.85,CARD,2025-07-09,,PHONE,VIP,,3,2024-06-28T04:13:05,jonathan26
ORD00810,2024-10-04,CUST918,PART1501,-3,1129.42,CRYPTO,,Do voice western indeed second.,PHONE,REGULAR,,2,2024-07-16T18:32:04,sarahjennings
ORD00811,2024-12-17,CUST474,PART1041,null,3061.88,CRYPTO,,Operation side law if.,ONLINE,,SUMMER20,,2025-01-15T07:25:55,karen38
ORD00812,2025-01-10,CUST127,PART1475,-3,1379.03,CASH,2025-07-22,Sort crime look Congress may.,PHONE,B2C,,3,2024-09-26T23:54:52,jcopeland
ORD00813,INVALID_DATE,CUST303,PART1029,X,834.65,CARD,2025-07-06,,PHONE,REGULAR,SUMMER20,1,2025-05-14T06:39:55,charlesbryant
ORD00814,INVALID_DATE,CUST169,PART1553,null,3194.11,,2025-07-07,Knowledge allow they serve.,PHONE,REGULAR,,N/A,2024-11-15T17:43:04,anthonyburns
ORD00815,2024-09-14,CUST795,ERROR,X,4814.88,,2025-07-20,Tonight store others wide sit.,PHONE,REGULAR,SUMMER20,N/A,2024-08-03T21:51:02,shannonstewart
ORD00816,2025-04-10,CUST192,PART1916,6,1628.75,CRYPTO,2025-07-04,Indicate place report product win.,,REGULAR,SUMMER20,3,2024-09-06T20:34:43,briana61
ORD00817,2025-06-14,CUST928,PART1636,null,2088.88,CARD,2025-07-02,Project kitchen song home plant computer go.,STORE,B2B,BLACKFRIDAY,2,2024-09-09T09:48:04,qferguson
ORD00818,2025-04-27,CUST533,PART1887,9,3941.83,TRANSFER,2025-07-04,Knowledge small church clearly speak.,STORE,VIP,,2,2025-04-22T18:26:48,torrescatherine
ORD00819,2025-03-12,CUST639,PART1337,X,430.45,CRYPTO,2025-07-05,Director subject west key either contain local.,,B2B,,1,2024-12-25T17:15:31,morganpaul
ORD00820,2024-09-22,CUST163,PART1079,null,4317.96,,,Exactly different lawyer step watch under.,ONLINE,B2C,INVALID,3,2024-08-10T22:40:30,oanderson
ORD00821,INVALID_DATE,CUST283,PART1892,null,ERROR,CRYPTO,2025-07-16,,MARKETPLACE,,,3,2024-07-01T03:39:04,laurafarley
ORD00822,2024-08-30,CUST176,PART1805,8,3850.36,CRYPTO,2025-07-09,Action approach provide role throw.,ONLINE,B2B,,,2024-09-05T01:14:24,clarksamuel
ORD00823,2024-12-11,CUST704,PART1779,X,1519.95,CASH,2025-06-28,,STORE,VIP,BLACKFRIDAY,1,2024-09-19T12:55:05,kim73
ORD00824,2024-06-27,CUST552,PART1952,null,1196.66,CASH,2025-06-27,Lot either big very machine factor.,MARKETPLACE,,,,2024-10-15T05:38:49,robertbrown
ORD00825,2024-06-23,CUST157,PART1294,-3,232.68,CARD,,,PHONE,B2C,SUMMER20,2,2024-09-11T09:39:03,jason71
ORD00826,2025-01-25,CUST370,PART1419,X,3033.47,TRANSFER,,Able rich page stand deep.,ONLINE,B2B,,N/A,2024-09-19T15:24:25,kimberly99
ORD00827,2025-03-31,CUST474,PART1294,X,ERROR,,2025-07-23,Radio size Republican life five fall.,STORE,VIP,BLACKFRIDAY,2,2025-05-06T08:48:28,kathleen62
ORD00828,2024-08-24,CUST796,PART1643,X,3188.05,TRANSFER,2025-07-13,Face attention recently result role police.,,B2B,INVALID,N/A,2024-11-21T22:18:38,jonesbrenda
